-1.6667e-12
-3.5471e-13
-1.3034e-13
-2.1031e-14
5.8273e-14
2.2838e-13
51.672
198.28
240.74
261.86
274.85
399.05
413.39
560.64
585.12
799.74
808.57
882.23
995.05
1122.6
1138.4
1201
1354.5
1394.9
1575.9
1803.3
2111.3
2280.5
2354.6
2399
2535.1
2804.8
3457.3
3567.7
3858.9
3959.9
4035.7
4498.9
5383.3
5931.2
6074.2
6489.7
6646.6
6789.3
9626.4
10265
10974
11246
11467
11713
12336
12564
13330
13442
16160
17595
17910
19062
20318
20863
22328
22899
24967
25690
30561
31975
32756
33523
33922
34808
36433
38968
41219
41243
46322
46894
48241
48719
48912
49141
52413
59552
59953
61525
66196
69906
70763
70908
72653
74555
75232
77625
79063
79347
91885
92025
96887
1.0043e+05
1.078e+05
1.0822e+05
