0.4067,-0.37872,0.24011,0.17591,-0.37571,-0.22153,-0.042126,-0.12568,-0.58595,0.38269,-0.11715,0.3558,0.43487,-0.061159,0.087403,-0.27424,-0.019706,-0.45895,0.19972,0.16563,-0.1974,0.42817,0.19057,0.21905,0.083356,-0.035824,0.22923,-0.3897,0.20677,-0.071841,-0.32878,0.3691,0.26183,0.18412,-0.18887,0.020788,0.054317,-0.3716,-0.22709,-0.41316,0.031471,-0.4342,0.13033,-0.017058,0.11048,0.0422,0.18527,0.10553,0.053304,0.071922,-0.091676,0.018908,-0.013533,-0.00053035,0.0064249,0.34503,0.099562,-0.025521,-0.17062,0.033734,-0.12889,-0.017765,-0.011641,0.043924,-0.004411,-0.035686,-0.16027,-0.17083,-0.032002,0.001051,-0.00088313,0.0016166,-0.040955,0.014033,0.074991,-0.0038855,0.059913,0.021948,-0.0041758,-0.076069,0.01769,0.046226,0.15403,0.039577,0.0033846,0.0036973,-0.006473,-0.018135,0.020023,-0.0047591,0.096401,0.0089532,0.049561,0.01134,-0.023491,-0.043185,0.009041,0.02874,0.017227,0.12126
0.010073,0.089548,0.2977,0.13632,-0.27618,-0.17821,-0.45099,0.43396,-0.21591,-0.42762,-0.72659,-0.00081634,0.029631,-0.29657,-0.095368,-0.17624,0.087607,0.3571,0.31361,0.031585,-0.24223,0.10671,-0.26073,-0.33637,0.182,0.37804,-0.094553,-0.17027,-0.42526,0.082223,0.15115,-0.012768,0.3485,-0.37712,-0.18781,-0.2056,-0.10881,0.013998,-0.29878,0.065887,-0.39074,-0.036179,-0.12563,0.41833,0.080854,0.0077529,-0.029414,0.18615,-0.0046961,-0.087353,0.052165,0.1136,0.015516,-0.017079,-0.26972,0.016715,-0.0059909,0.23039,0.0098414,0.1611,0.033358,-0.12603,-0.03896,0.0030899,-0.10841,0.10984,-0.010169,-0.036812,0.18537,0.034844,-0.0216,0.059303,0.014764,0.04884,0.0053631,0.092655,-0.006016,0.025308,0.08127,-0.0028198,0.023627,0.15279,-0.058448,0.045463,0.00045364,0.01437,-0.020685,0.0074594,-0.007978,0.068007,-0.0053769,0.03514,-0.012904,0.077391,-0.046853,0.027432,0.001572,0.00020634,0.12416,-0.017545
-0.49443,0.46302,0.18516,0.28408,0.041804,-0.35789,-0.032982,0.010788,0.10992,0.070651,-0.1005,0.33488,-0.24896,-0.14676,-0.63175,-0.27597,0.33444,-0.23868,-0.062996,0.1891,0.32323,0.027693,0.15595,0.048518,0.26805,0.10527,-0.49285,-0.036155,0.028813,0.17995,-0.084324,-0.016757,0.054984,0.10351,-0.080424,0.11337,0.46719,0.16182,-0.18826,-0.005405,0.040969,-0.0016117,0.53368,-0.043982,-0.40451,-0.32201,-0.067334,-0.045552,-0.036724,0.0067229,0.0047294,0.023474,0.19963,0.04703,-0.21444,0.16145,-0.50164,-0.086496,-0.009621,-0.24461,-0.00037882,-0.010886,0.013233,-0.018835,0.026707,-0.11138,-0.0095589,-0.0060337,0.06941,0.067911,0.14523,-0.02077,0.0015876,-0.040339,0.005619,0.041443,0.019174,0.042997,0.011553,-0.010748,-0.34953,-0.079328,0.0084469,0.14352,0.11969,0.057842,0.026312,0.0018061,0.0041139,0.03177,0.0057419,0.0026544,-0.0045972,-0.0096569,0.0041134,-0.025661,0.13695,-0.18564,-0.0083382,0.032592
0.19369,0.13102,-0.097844,-0.16886,0.38389,0.43366,-0.043804,0.12439,0.59161,-0.37892,0.093594,0.3644,0.43923,-0.11022,0.078674,-0.4001,-0.11196,-0.36737,-0.015411,0.26508,0.059869,0.14244,-0.64512,0.15095,0.060371,-0.09039,-0.032876,-0.23975,0.1152,-0.031709,0.05386,0.43146,-0.37973,-0.466,0.5534,-0.2127,0.020854,0.099352,0.04645,0.24463,0.039753,-0.030305,0.059241,0.021185,-0.040416,-0.056483,0.025472,0.056099,0.25335,0.18755,0.37774,-0.08736,-0.066422,0.17696,-0.0094088,0.091388,-0.005715,0.010303,0.062225,-0.026131,0.014857,0.002904,-0.00019941,0.052891,-0.0031694,0.02589,0.2165,-0.13999,-0.026498,0.0024263,-0.0053138,-0.0075821,-0.030857,0.013925,-0.063247,0.0057006,0.058508,0.034587,-0.010833,-0.1233,-0.0069057,-0.0093732,-0.040325,-0.017088,3.3572e-05,-0.0021746,-0.060519,-0.15546,0.00033527,-0.0012958,0.0099947,0.00032275,-0.0058828,0.0013392,-0.017474,-0.028648,0.0052517,-0.0078014,-0.0084169,-0.061066
0.010073,0.089548,0.2977,0.13632,-0.27618,-0.17821,0.45179,0.42405,-0.41995,-0.41478,0.65155,0.014646,-0.026024,-0.18679,-0.21736,-0.17822,0.070544,0.35186,0.36645,0.13089,-0.29749,-0.22751,-0.13093,0.47647,-0.052491,-0.0093701,-0.025269,-0.079988,-0.083216,0.42672,0.031173,0.15905,-0.26116,0.70458,0.15246,-0.30862,-0.30037,0.16039,-0.023391,0.0066595,0.24222,0.0042753,0.030496,0.079189,-0.05934,-0.0036469,-0.065925,0.20181,0.16067,-0.2308,-0.10527,-0.34505,0.15683,0.013336,-0.022539,0.0067524,0.032423,0.068825,-0.005407,-0.061074,0.0038196,-0.00099878,-0.039958,0.00095377,0.18409,0.10236,-0.024846,-0.02188,0.060652,-0.14213,0.0014198,-0.079059,0.0086183,0.017938,-0.0057988,-0.05536,-0.0070294,0.11593,0.093796,0.020425,0.00095021,-0.042579,0.016767,-0.017699,0.035481,-0.011631,-0.14895,0.060416,-0.0089755,0.015781,0.0043357,0.0088716,0.0012765,0.004648,-0.030706,0.015793,-0.0024159,-0.0027341,-0.061589,0.009145
-0.28795,-0.098018,-0.46882,0.35464,0.12986,-0.19299,-0.030472,-0.0072688,-0.065356,-0.077888,-0.1095,0.31135,-0.24476,0.43873,0.46726,-0.20921,0.4868,-0.064579,0.057255,0.018665,-0.32178,0.04309,-0.042938,-0.015904,0.2568,-0.11579,-0.54183,0.17564,0.28089,-0.12235,-0.14052,-0.057801,0.16464,0.010953,0.22259,-0.17809,-0.21985,0.1562,0.13073,0.023051,0.1617,0.12904,0.37867,0.21299,0.83442,0.088138,0.028893,-0.024202,0.05296,-0.16153,-0.037962,0.016059,-0.14848,-0.05195,0.19094,0.027751,-0.031943,0.12608,-0.022211,-0.079359,-0.0029846,0.017877,0.013295,0.004615,0.0089772,-0.22573,0.0090007,-0.024342,0.27446,-0.15426,-0.29533,-0.080972,-0.040665,-0.13286,0.0038932,-0.01196,0.0090675,-0.0029795,-0.035406,-0.0031398,-0.092131,0.030738,0.018335,-0.054774,-0.0060505,0.037678,-0.0053261,0.019206,-0.012428,0.025033,0.0051897,-0.023692,0.0083893,-0.008843,-0.036844,-0.011509,-0.22596,-0.10815,0.0030609,0.027285
-0.37946,0.30785,-0.23764,0.076782,0.45717,0.22945,-0.039283,0.15482,-0.50124,0.32021,-0.047673,-0.39471,0.36017,0.14119,-0.19469,-0.093789,-0.10581,-0.49096,0.13926,-0.20979,-0.082541,-0.54535,-0.47839,-0.21705,0.22341,-0.12713,0.073245,0.2784,-0.072213,0.16829,-0.10371,-0.28477,0.10553,0.10962,-0.0246,0.017306,0.095369,0.021437,-0.035975,-0.20435,-0.02372,0.058821,-0.003145,0.00046033,0.007772,0.033687,0.087334,0.015291,-0.080136,-0.072337,-0.1384,0.036653,-0.0070796,0.071562,0.0025185,0.14133,0.048555,-0.010042,0.068456,-0.0038119,-0.033447,-0.0057538,0.0014865,-0.029423,-0.00067823,-0.0057977,-0.031748,0.031044,0.0079576,-0.0030375,-0.0035502,0.00045245,-0.0063757,0.002045,-0.049045,0.0079516,0.070714,-0.014777,0.0052963,0.092974,0.0035176,0.0093399,0.034756,0.010286,-0.00061379,0.0023389,0.0041217,0.015395,0.024868,0.00059736,-0.014989,0.0020445,0.032262,0.005696,0.01233,0.020417,-0.0011814,-0.00036005,0.0026961,0.01849
0.07202,-0.078763,0.10151,0.15748,-0.24976,-0.12874,0.47127,0.4841,0.33698,0.33458,-0.53976,-0.059944,0.030158,0.41442,-0.34873,-0.25212,-0.33865,0.081173,-0.35323,0.070858,-0.48817,-0.12607,0.089029,0.36962,-0.043721,0.0023852,0.03833,0.087934,0.11232,-0.30925,0.09454,-0.04521,-0.12117,-0.13672,-0.11334,0.10042,0.11175,-0.044081,-0.018605,0.011014,-0.19619,0.014842,0.080106,-0.054726,0.051726,0.0060147,-0.0010662,0.0077627,-0.069994,0.073383,0.057591,0.14244,0.077307,0.017459,-0.074541,-0.0062745,0.038262,0.098035,-0.016906,-0.067566,0.003396,-0.039908,0.027873,0.0061573,-0.055,0.00053777,0.0019252,0.0036023,-0.012789,-0.029988,-0.018904,0.0587,0.0063703,0.026335,0.0027792,-0.0025855,-0.0067867,0.03599,-0.1015,0.018151,0.029665,0.036611,-0.016209,0.014993,-0.0080769,0.01523,0.011719,-0.0062958,-0.00283,-0.023224,-0.0036085,-0.0071481,-0.0055187,0.029597,0.019214,-0.013745,0.0041052,-0.013013,0.018693,-0.00080466
-0.28795,-0.098018,-0.46882,0.35464,0.12986,-0.19299,0.033485,-0.0076337,-0.15929,-0.10073,0.0063523,0.28782,0.31113,-0.2637,-0.37166,0.0071607,-0.49604,0.33489,-0.23223,-0.41374,0.34967,0.078758,0.002469,0.056699,-0.019837,0.09178,-0.18535,0.2609,0.084289,-0.12734,-0.47961,0.32553,0.20588,-0.028644,0.14194,0.018646,-0.25876,0.061144,-0.016898,0.0008882,-0.013672,-0.10056,-0.31853,-0.084713,-0.13267,-0.054361,-0.014963,0.050954,-0.044866,0.018884,0.045733,0.037072,0.085591,0.013586,-0.17546,-0.009123,0.018613,-0.10157,0.0077112,0.027013,0.014657,-0.0075474,-0.014664,-0.012564,0.02456,0.0071537,0.002659,0.0086587,-0.078209,0.11257,0.10495,-0.079931,-0.00010998,-0.018281,0.0024637,-0.007626,0.0040546,0.059159,-0.034202,0.01062,-0.13009,0.019698,0.013915,-0.064979,0.029974,-0.028757,0.0066487,0.0026267,0.0048762,0.00111,0.0071732,0.0064702,-0.001268,0.011405,0.0084828,0.0023824,0.039354,0.026142,-0.0025108,-0.0039532
-0.16644,-0.20189,0.10031,0.42156,-0.30244,-0.42575,-0.045633,-0.17074,0.45361,-0.31319,0.109,-0.39992,0.39179,-0.23721,0.33036,-0.63944,-0.014468,0.040172,0.051922,-0.133,0.033116,-0.39132,0.80512,-0.1013,0.25536,0.044508,0.15039,0.16001,0.012401,0.041432,0.20503,0.093607,0.020005,-0.055289,-0.059048,0.0037199,-0.020439,0.24914,0.14424,0.27809,0.0018797,0.076482,0.023977,0.016712,-0.046888,0.032059,-0.16269,-0.051708,0.060177,0.016525,0.085555,-0.0046352,-0.017677,0.079987,-0.0011786,0.055233,0.0046519,-0.0042446,-0.053825,0.0041479,0.073864,0.015483,0.0038471,-0.016277,0.0011461,0.010112,0.041854,0.071215,0.013152,-0.003284,0.0023092,-0.0026765,-0.011107,0.0048567,0.069915,-0.007259,-0.080558,-0.018998,0.007959,0.052851,-0.0062889,0.0087163,0.022747,0.0035698,0.00060578,0.0048369,-0.0049278,-0.0080127,0.048708,-0.0010056,-0.0099378,0.0031073,-0.029301,-0.0033829,-0.0025247,-0.0035709,-0.00086703,-0.0016156,-0.0019198,-0.012082
